"stn","lon_o","lat_o","ele","lon_l","lat_l","dist","dii","yii","xii"
724,126.3013861,33.95770833,8.1,126.303,33.9596,0.00248658170967323,60604,119,188
725,126.954175,33.52288889,9.23,126.957,33.5174,0.0061732113548764,44260,87,228
726,126.2680022,33.12197417,11.58,126.267,33.1255,0.0036654988785854,29370,58,186
727,126.39293,33.40986,422.86,126.399,33.4119,0.00640363178203832,40130,79,194
730,126.761,35.2794,38.2,126.764,35.2746,0.00566038867923659,109783,215,215
731,126.6864,34.81668,2.2,126.692,34.8216,0.00745428735694022,92883,182,211
732,127.0922,34.762,146.32,127.092,34.763,0.00101980390271757,90859,178,235
733,126.8919,36.0459,49.12,126.892,36.0445,0.00140356688476488,138462,271,222
734,127.2457417,35.98552222,64,127.249,35.9855,0.0032583757638419,136435,267,243
735,127.77305,35.89424,658,127.775,35.8948,0.00202881738952103,133394,261,274
736,126.784,35.8468,6,126.788,35.8525,0.00696347614341397,131288,257,216
737,126.8778,35.8092,51.44,126.872,35.8104,0.00592283715797893,129757,254,221
738,126.7108,35.6094,19.85,126.717,35.6052,0.00748865809073204,122068,239,212
739,126.5467,35.5225,9,126.547,35.5237,0.00123693168768155,118986,233,202
741,126.9843,35.0568,93.91,126.98,35.0527,0.0059413803110064,101604,199,228
742,126.3306,34.9389,10.9,126.324,34.9334,0.0085912746435005,96957,190,189
743,126.94684,34.77269,8.2,126.942,34.7783,0.00740929821238579,91362,179,226
744,126.4364,34.6725,1,126.44,34.672,0.00363455636906927,87236,171,196
745,126.7048,34.6998,80,126.707,34.6979,0.00290688837074454,88276,173,212
746,126.5159,34.382,9,126.521,34.3835,0.00531601354399964,76489,150,201
747,126.8585,34.1834,26,126.851,34.1892,0.00948103369892328,69341,136,221
748,127.363,34.837,1.6,127.361,34.842,0.00538516480712855,93947,184,251
749,127.1272,34.5348,29.3,127.122,34.5293,0.00756901578806637,82157,161,237
750,127.62556,34.6308,34.87,127.624,34.632,0.00196814633601935,86283,169,267
751,126.70889,33.48222,251.09,126.711,33.4785,0.00427673941221782,42709,84,213
752,126.306,33.3046,187,126.3,33.3029,0.00623618473106765,36028,71,188
753,126.496,33.3931,965.2,126.497,33.3978,0.00480520551069429,39624,78,200
754,126.5264,35.0602,11,126.526,35.0562,0.00401995024845313,101577,199,201
755,127.0853,35.1594,190.4,127.082,35.1616,0.00396610640301987,105706,207,234
756,126.2819,35.6015,6.26,126.277,35.6074,0.0076694197955182,122042,239,186
757,127.436,35.9744,266.63,127.436,35.9692,0.00520000000000209,135934,266,254
758,127.57117,35.83521,320.16,127.569,35.8294,0.0062020158013286,130822,256,262
759,127.57825,35.37162,480.56,127.575,35.375,0.00468901908718251,113927,223,263
760,126.9327,35.4274,286.25,126.934,35.4244,0.00326955654485468,115425,226,225
761,126.9346,35.6508,13.53,126.938,35.6446,0.00707106781186487,123617,242,225
762,127.1261,35.5198,169.02,127.122,35.5188,0.00422018956919545,119020,233,236
763,127.06196,36.05923,38,127.063,36.0566,0.00282816194727028,138984,272,232
764,127.1414,35.6736,218.9,127.141,35.67,0.00362215405525359,124653,244,237
765,127.1345,34.8924,116.35,127.128,34.8862,0.00898276126811968,95469,187,237
766,127.715,34.8495,67.45,127.713,34.8502,0.00211896201005136,94480,185,272
767,127.3975,34.5886,12,127.39,34.5945,0.00954253635046056,84733,166,253
768,127.289,35.289,100,127.286,35.2829,0.00679779375974617,110326,216,246
769,126.3834,35.1993,3.25,126.376,35.1943,0.00893084542469947,106688,209,192
770,126.8278,34.9474,73.27,126.827,34.9442,0.00329848450049333,97499,191,219
771,126.1446,34.7269,3.61,126.139,34.7278,0.00567186036499627,89266,175,178
772,126.2394,34.5319,1,126.239,34.5355,0.00362215405525359,82104,161,184
773,126.636,34.7086,99.07,126.64,34.7121,0.00531507290637265,88784,174,208
774,126.4662,34.8175,10.76,126.474,34.8229,0.0094868329805046,92870,182,198
775,126.6447,35.1775,35.38,126.645,35.1792,0.00172626765016206,106192,208,208
776,126.5531,34.4667,22.1,126.555,34.4656,0.0021954498400159,79563,156,203
777,126.9347,34.5564,37.1,126.939,34.5587,0.00487647413608517,83170,163,226
778,126.82181,34.79595,94,126.825,34.7931,0.00427768629050742,91867,180,219
779,126.2582169,33.39255778,38.79,126.251,33.3988,0.00954195766802038,39609,78,185
780,126.7043,33.2771,26.45,126.708,33.2735,0.00516236379965159,35029,69,213
781,126.8777,33.5199,18,126.875,33.5181,0.00324499614792284,44255,87,223
782,126.6195,33.3852,760.28,126.611,33.3835,0.00866833317310565,39119,77,207
783,126.84076,35.23026,32.37,126.848,35.2326,0.00760875811153997,108252,212,220
784,126.6126,34.8771,20.2,126.609,34.8771,0.00360000000000582,94926,186,206
785,126.6827,34.4731,22,126.688,34.4785,0.00756637297521066,80083,157,211
786,127.72,34.62,10.7,127.724,34.6166,0.00524976189936587,85777,168,273
787,127.33245,34.45223,10.8,127.337,34.458,0.00734815623133187,79610,156,250
788,126.8813235,35.13158972,62.7,126.88,35.1361,0.00470045507673221,104670,205,222
789,126.2933,34.8764,12,126.29,34.8786,0.00396610640300804,94907,186,187
790,127.4674,34.5326,136,127.472,34.5384,0.007402702209327,82690,162,258
791,127.58379,35.2662,413.25,127.589,35.2647,0.00542163259545084,109832,215,264
792,126.81682,33.3536,77.2,126.824,33.3545,0.00723618684113909,38108,75,220
793,126.2262089,33.2410325,2.64,126.234,33.2348,0.00997723886954224,33464,66,184
794,127.4273381,35.10069806,75.99,127.434,35.1021,0.0068078151688753,103679,203,255
795,127.139,35.2753,87.6,127.134,35.271,0.00659469483751599,109805,215,237
796,127.24476,34.23775,38,127.249,34.2397,0.00466691546955454,71413,140,245
797,125.29953,34.39498,35.63,125.308,34.3961,0.00854372869419701,76928,151,128
798,125.1833,34.6667,22,125.188,34.6696,0.00552268050859543,87161,171,121
799,126.13762,35.20218,12.02,126.14,35.2087,0.00694080686952425,107186,210,178
800,129.431,36.6667,10,129.432,36.6655,0.00156204993516404,163697,320,369
801,129.088,36.625,215,129.085,36.6215,0.00460977222863917,161629,316,349
802,129.3401,36.7574,141.2,129.333,36.7517,0.00910494371207688,166763,326,363
803,128.8115,36.394,215,128.817,36.3947,0.00554436651026384,152910,299,334
804,129.3392194,36.19056111,37.23,129.338,36.1854,0.00530320589757271,145773,285,365
805,129.094343,36.179279,227.04,129.098,36.1793,0.00365706029483098,145247,284,351
806,128.29031,36.23337,41.05,128.297,36.2287,0.00815873764744681,146224,286,304
807,128.6931,36.1794,113.2,128.688,36.1775,0.00544242592967366,144711,283,327
808,129.5667,36.0759,11,129.571,36.0806,0.00637024332345341,142203,278,379
809,127.9791944,35.93543611,205.1,127.98,35.9322,0.00333487620341222,134942,264,286
810,128.2978,35.9253,36.6,128.303,35.9252,0.00520096144958049,134961,264,305
811,129.2093,35.863,33.58,129.202,35.8588,0.00842199501307118,133478,261,358
812,128.28214,35.69604,41.45,128.278,35.6916,0.00607068365178726,126256,247,304
813,128.73183,35.65405,76.29,128.734,35.6524,0.00272605942708924,125259,245,331
814,128.6611,36.9792,300,128.653,36.9794,0.00810246875959494,174403,341,323
815,128.4644,36.66002,102.13,128.467,36.6663,0.00679694048818764,162617,318,313
816,129.5475,35.9831,42.37,129.549,35.9849,0.00234307490276972,138618,271,378
817,129.2214,36.7827,390,129.214,36.7833,0.00742428447729801,167780,328,356
818,128.1476,36.7074,230,128.141,36.7015,0.00885268320907449,163622,320,294
819,128.8864,36.6589,207,128.88,36.6553,0.00734302390028895,162641,318,337
820,128.5267,36.5481,77,128.532,36.5542,0.008080841540341,158525,310,317
821,128.0739,36.2819,94,128.076,36.275,0.00721248916809987,147747,289,291
822,128.10164,36.08128,83.32,128.104,36.0813,0.00236008474425131,140581,275,293
823,128.55577,36.24934,82.41,128.554,36.25,0.00188904737896674,147263,288,319
824,128.5001,36.09561,116,128.497,36.0998,0.00521211089674267,141628,277,316
825,128.3835,36.0368,29.43,128.375,36.0338,0.00901387818865808,139061,272,309
826,128.7923,36.0441,126.24,128.785,36.0507,0.00984123975930894,140109,274,333
827,128.7428,35.8242,63,128.741,35.8176,0.00684105255058699,131403,257,331
828,128.4233,35.6906,24.2,128.43,35.6879,0.00722357252334031,126265,247,313
829,129.3182,35.7121,73,129.314,35.7173,0.0066843099868273,128365,251,365
830,129.1994,36.0682,45,129.195,36.0659,0.00496487663492523,141157,276,357
831,128.9976,37.0401,674,129.001,37.0387,0.00367695526217075,176983,346,343
832,128.4397,36.3869,61,128.44,36.3909,0.00401123422403194,152376,298,312
833,128.0418583,36.53821389,176,128.05,36.5377,0.00815790180268588,157473,308,289
834,127.9344,36.4412,285.6,127.927,36.4436,0.00777946013550151,153882,301,282
835,128.75347,36.87013,301.45,128.751,36.8662,0.00464174536138865,170313,333,329
836,128.8988,36.2803,323.01,128.898,36.282,0.00187882942280443,148819,291,339
837,128.6429,36.8268,188.82,128.646,36.8275,0.00317804971640405,168771,330,323
838,128.2707,36.7905,450,128.265,36.7954,0.00751664818920013,167213,327,301
839,128.8956,36.4583,130,128.889,36.4617,0.0074242844773005,155474,304,338
840,128.8144,35.9125,71,128.813,35.912,0.00148660687474966,134991,264,335
841,128.9111,36.0849,136.5,128.906,36.0886,0.00630079360080955,141652,277,340
842,129.0109,35.7575,170.1,129.01,35.7546,0.00303644529013516,129371,253,347
843,129.2501,36.9359,226,129.256,36.9339,0.00622976725086458,173414,339,358
844,129.3585,36.4354,23,129.351,36.4334,0.00776208734812405,154989,303,365
845,128.5907,35.9084,28.05,128.592,35.9043,0.00430116263352682,134466,263,322
846,128.531,35.865,79.1,128.539,35.8643,0.00803056660514713,132927,260,319
847,128.46648,36.27626,68.29,128.47,36.2798,0.00499219390649735,148282,290,314
848,128.8953,35.6791,102.9,128.888,35.6756,0.00809567785918951,126292,247,340
849,128.3870472,36.54678889,80,128.394,36.5438,0.0075680176580156,158005,309,309
850,129.4906,35.7846,2.7,129.487,35.7803,0.00560802995712821,130935,256,375
851,129.35206,37.05136,75.15,129.349,37.0553,0.00498870724737689,178027,348,363
852,129.42575,37.06063,40.95,129.419,37.0668,0.00914502050296941,178543,349,367
853,128.62147,36.01816,571.61,128.613,36.014,0.00943644530529342,138563,271,323
854,129.1337,35.4954,160,129.133,35.489,0.00643816744112668,119651,234,355
855,126.2683325,33.17331694,4.25,126.267,33.1801,0.0069127027430419,31418,62,186
856,127.5981,35.1018,514.84,127.602,35.0995,0.00452769256906914,103689,203,265
857,126.7173,34.3,4.43,126.719,34.3,0.00169999999999959,73429,144,213
858,126.17,34.4296,37.5,126.172,34.4259,0.00420594816896219,78004,153,180
859,129.36576,35.76128,341.41,129.367,35.7569,0.00455214235277944,129904,254,368
860,128.61903,35.88515,64.08,128.625,35.8896,0.00744603250059223,133956,262,324
861,126.7794556,33.56154722,34,126.777,33.56,0.00290238885892639,45785,90,217
862,126.7692278,33.52806944,194,126.777,33.5327,0.00904705359515665,44761,88,217
863,126.4316472,33.47688333,86.2,126.432,33.4801,0.00323595947578215,42692,84,196
864,127.15496,35.8215,53.4,127.161,35.8212,0.00604744574179762,130286,255,238
865,126.5192,33.46133333,233.9,126.514,33.4661,0.00705415784405729,42185,83,201
866,126.5977722,33.43020278,618.3,126.595,33.4246,0.0062510988288794,40654,80,206
867,126.5304889,33.37691111,1528,126.529,33.3703,0.00677669525964642,38602,76,202
868,126.4980111,33.37598889,1434,126.497,33.3705,0.00558123970477207,38600,76,200
869,126.4964028,33.34831667,1260.2,126.496,33.3431,0.00523219779145754,37576,74,200
870,126.55572,33.36978,1489.37,126.562,33.3701,0.00628814758096926,38604,76,204
871,126.51804,33.36239,1668.26,126.513,33.3567,0.00760116438448438,38089,75,201
872,127.75629,35.31913,864.74,127.759,35.3168,0.00357393340732122,111890,219,274
873,127.97023,37.2557,898.26,127.969,37.2578,0.00243370088549122,184091,360,283
874,127.2053,38.221,206.65,127.206,38.225,0.00406078810085576,219374,429,238
875,128.46057,38.12106,1595.71,128.454,38.1194,0.00677646663090506,216373,423,309
876,129.1682,37.4534,67.63,129.16,37.4489,0.00935360892919256,192351,376,351
877,127.8048,37.3134,85,127.797,37.3164,0.00835703296631344,186129,364,273
878,129.09608,37.22379,814.21,129.097,37.2294,0.00568493623534893,184156,360,348
879,128.6797,37.6605,851,128.681,37.6565,0.00420594816896506,199491,390,323
880,126.3237361,33.33279167,337.7,126.316,33.3302,0.00815867615480254,37053,73,189
881,126.52954,35.73016,9.56,126.532,35.7302,0.00246032518175885,126665,248,201
882,126.6042,35.25177,107.74,126.612,35.2481,0.00862026101691964,108750,213,206
883,126.3469889,33.31553889,435,126.349,33.3164,0.00218770053757852,36543,72,191
884,126.5176,33.2593,177.6,126.512,33.261,0.0058523499553608,34505,68,201
885,126.6784,33.33147,244.4,126.676,33.3284,0.00389678072259389,37075,73,211
886,126.5911,35.9504,10,126.585,35.9503,0.00610081961707146,134860,264,204
887,127.2902,36.5031,33.1,127.294,36.509,0.00701783442380555,155893,305,245
888,127.4911,36.4629,92,127.499,36.4647,0.00810246875957495,154369,302,257
889,126.9765,37.5004,16.23,126.982,37.4936,0.00874585616163186,192226,376,226
890,126.6358444,33.31450278,302,126.643,33.3149,0.00716661671142425,36561,72,209
891,126.4223444,33.29127778,425,126.414,33.2889,0.00867656896984011,35523,70,195
900,129.1433,35.6202,123,129.14,35.6266,0.00720069441097469,124771,244,355
901,129.4356,35.4865,83,129.438,35.4926,0.00655515064663021,120181,235,373
902,127.8187,35.2424,186,127.824,35.2468,0.00688839603970903,109334,214,278
903,128.51486,35.40387,13.66,128.521,35.4103,0.00889069738546265,116031,227,319
904,128.9675,35.137,4.28,128.965,35.1364,0.00257099202643395,106330,208,346
905,129.0429,35.4414,84.01,129.046,35.4367,0.00563027530409752,117598,230,350
906,127.6428,35.2322,91,127.639,35.2364,0.00566392090340462,108811,213,267
907,128.05971,34.92895,23.18,128.067,34.9258,0.0079414482306541,97573,191,293
908,128.7537,35.1122,10,128.762,35.1148,0.00869770084561784,105294,206,334
909,128.73823,34.78774,111.46,128.732,34.7858,0.00652506704945174,93005,182,333
910,129.0742,35.06608,137.94,129.079,35.0641,0.00519234051273123,103777,203,353
911,128.5772,34.6489,69,128.576,34.6527,0.0039849717690428,87876,172,324
912,127.77834,35.52627,139.44,127.781,35.5228,0.00437224198781722,119571,234,275
913,127.98535,34.72379,19.65,127.977,34.7216,0.00863241565263614,89888,176,288
914,127.7322,35.6376,352.12,127.734,35.6338,0.00420475920831931,123664,242,272
915,128.1028167,35.41419444,86.9,128.099,35.4202,0.00711575363568057,116006,227,294
916,127.96692,35.3111,56.16,127.961,35.313,0.00621742712060505,111902,219,286
917,128.06768,35.03695,23.51,128.07,35.0357,0.00263531781764273,101669,199,293
918,128.3309,34.9905,11,128.337,34.9884,0.00645135644649177,100149,196,309
919,128.47588,35.55217,24.3,128.476,35.5491,0.00307234438173277,121148,237,316
920,128.3992,35.2963,10,128.399,35.2895,0.00680294054068364,111416,218,312
921,128.8314,34.9931,73.26,128.824,34.9893,0.00831865373722435,100690,197,338
922,128.9294,35.4864,138.45,128.93,35.4815,0.00493659801888771,119127,233,343
923,129.2511,35.275,65,129.258,35.2785,0.00773692445355651,111979,219,363
924,129.36029,35.35867,23.97,129.363,35.3575,0.00295177912453298,115057,225,369
925,128.823,35.3744,12.43,128.824,35.3745,0.00100498756211646,115025,225,337
926,128.4747222,35.12611111,14.8,128.477,35.1225,0.00426948337296986,105277,206,317
927,128.8838,35.5823,127,128.883,35.5793,0.00310483493924477,122708,240,340
929,128.3069,35.1136,74.1,128.308,35.1129,0.0013038404810206,104755,205,307
930,128.2375,34.8101,6,128.231,34.8123,0.00686221538573568,93487,183,303
931,128.2759,34.6192,73.47,128.274,34.619,0.00191049731746043,86322,169,306
932,127.7664,35.0603,8,127.769,35.0554,0.00554707129934328,102163,200,275
933,127.8324,34.9966,43,127.834,34.9992,0.00305286750449369,100119,196,279
934,127.9284,35.2217,132,127.925,35.2174,0.00548178802946629,108316,212,284
935,128.34113,35.5698,22.15,128.341,35.5662,0.0036023464575172,121652,238,308
936,128.20227,35.33264,61.9,128.198,35.3355,0.00513930929210873,112940,221,300
937,129.16236,35.1761,62.98,129.168,35.1713,0.00740605157961763,107878,211,358
938,129.0192,35.1589,114,129.017,35.1624,0.00413400532172359,107357,210,349
939,129.1035,35.2932,53.11,129.107,35.2971,0.0052402290026324,112482,220,354
940,129.0901,35.20919,70.07,129.086,35.2152,0.00727530755363591,109409,214,353
941,129.0026,35.213,5.52,129.002,35.2178,0.00483735464897402,109404,214,348
942,129.10445,35.13501,14.86,129.099,35.1323,0.00608659182139484,106338,208,354
943,129.3753,35.66722,469,129.38,35.6737,0.0080050234228149,126833,248,369
944,128.5706,35.3853,23,128.571,35.3815,0.00382099463490523,115010,225,322
945,127.99,35.5345,226.87,127.985,35.5327,0.00531413210223128,120095,235,287
946,127.8183,35.7798,324.91,127.823,35.7837,0.00610737259384176,129301,253,277
947,128.5908,34.722,30.51,128.595,34.7208,0.00436806593356691,90437,177,325
948,127.8358,35.3106,139.4,127.843,35.3153,0.00859825563704408,111895,219,279
949,129.441,35.6375,8,129.446,35.6439,0.00812157620169543,125813,246,373
950,128.9838,35.0901,127,128.98,35.0947,0.00596657355608115,104795,205,347
951,126.90733,35.50866,107.77,126.902,35.5073,0.00550077267299813,118495,232,223
953,128.6796,34.9985,30.87,128.673,34.9936,0.00822009732301773,100681,197,329
954,129.3601,35.431,59.44,129.367,35.4262,0.00840535543567219,117617,230,369
955,126.3933333,37.325,18,126.389,37.3317,0.00797919099219493,186048,364,192
956,125.9763889,36.76972222,16,125.972,36.7659,0.00581994922129514,165032,323,168
957,126.225,35.98666667,95,126.227,35.9931,0.0067370419984545,136375,267,183
958,126.245,35.61333333,15,126.243,35.6075,0.00616666351351815,122040,239,184
959,126.0266667,34.26333333,12,126.022,34.2615,0.00501389945839826,71851,141,171
960,126.6541667,33.22555556,18,126.659,33.2192,0.00798460592662907,32978,65,210
961,127.95,34.33,27,127.948,34.3242,0.00613514466007496,75039,147,287
962,129.1358,35.1317,12,129.133,35.1312,0.00284429253064558,106340,208,356
963,129.475,35.5667,16,129.475,35.5602,0.00649999999999551,122743,240,375
966,126.3856,37.1161,38,126.387,37.1105,0.00577234787586678,177856,348,192
967,126.6128,37.1189,70,126.613,37.1232,0.00430464865000712,178381,349,205
968,129.045,35.081,78.58,129.046,35.0789,0.00232594066992986,104287,204,351
969,129.127,35.091,37.72,129.131,35.09,0.00412310562560805,104804,205,356
970,127.2502,38.2014,181,127.258,38.1967,0.00910659101968593,218353,427,241
971,126.9875,37.2695,34.15,126.996,37.2722,0.00891852005659854,184035,360,227
972,128.683,36.5499,89,128.686,36.5502,0.0030149626863501,158534,310,326
973,127.2412,35.0719,74.38,127.249,35.0771,0.00937443331619832,102644,201,244
977,127.4428019,36.63633222,56.36,127.451,36.6311,0.00972548043739487,160510,314,254
978,127.7378408,37.90261444,76.8,127.743,37.8986,0.00653705385885197,207629,406,269
979,126.4959,36.7737,25.93,126.489,36.7785,0.00840535543567625,165574,324,198
